name,lat,long,address,rating,num_review
AC Fire Svc,32.75568545,-117.0955864," 4620, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Car Mania,32.756725,-117.2191389," 3939, Western Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Nans Tires,32.74959607,-117.089266," 4884, University Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Madison Auto Repair,32.749692,-117.0887609," 4918, University Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
McCoy Auto,32.769619,-117.2026989," 4960, Naples Place, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Tire World,32.756375,-117.0918819," 4750, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Welter Electric Contracting,32.7626718,-117.1978995," Morena Boulevard, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
International Engine Works,32.771824,-117.2045639," 1201, Knoxville Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Ryan Auto Repair,32.756167,-117.0893999," 4875, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Pro Align Auto Repair Inc,32.7626718,-117.1978995," Morena Boulevard, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Hi-Tek Auto Repair,32.743517,-117.0798899," 3396, 54th Street, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Run Rite Auto Svc,32.757275,-117.08266," 5249, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Mission Bay Automotive,32.77712,-117.2071159," 1735, Morena Boulevard, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Daniel Jacobs Auto Care,32.74888283,-117.2401211," 4653, Lotus Street, Old Town, San Diego, San Diego County, California, 92107, United States of America",-1,-1
All City Smog,32.74925006,-117.2409583," 2235, Ebers Street, Old Town, San Diego, San Diego County, California, 92107, United States of America",-1,-1
Estrada Automotive Repair,32.72938,-117.0632499," 6230, Federal Boulevard, Lemon Grove, San Diego County, California, 92114, United States of America",-1,-1
Natech Auto Service,32.72938,-117.0632499," 6230, Federal Boulevard, Lemon Grove, San Diego County, California, 92114, United States of America",-1,-1
Ital Automotive,32.75061,-117.2447569," 4887, Voltaire Street, Old Town, San Diego, San Diego County, California, 92107, United States of America",-1,-1
Grease Monkey,32.790306,-117.1235699," 2511, Moonstone Drive, Mission Valley, San Diego, San Diego County, California, 92123, United States of America",-1,-1
B R U Automotive,32.758311,-117.0742719," 5625, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Nexus Auto Repair,32.781032,-117.1009393," Bumper Authority, 5803, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Hjb Auto Parts,32.78214407,-117.1000136," 5865, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Sun-Tint's,32.739904,-117.2514719," 1621, Sunset Cliffs Boulevard, San Diego, San Diego County, California, 92107, United States of America",-1,-1
Gomez Auto Repair,32.78258275,-117.0989967," 5913, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Foreign & Domestic Auto Repairs,32.747985,-117.2523169," 5080, Newport Avenue, Old Town, San Diego, San Diego County, California, 92107, United States of America",-1,-1
24 Hour Emergency Towing,32.7640821,-117.1931951," Friars Road, Old Town, San Diego, San Diego County, California, 92108, United States of America",-1,-1
Chevron,32.8012621,-117.157428," am/pm, 7611, Linda Vista Road, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Av Auto Repair,32.8012621,-117.157428," am/pm, 7611, Linda Vista Road, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Winzor,32.784666,-117.0942049," 6086, Crawford Street, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Tow Truck Service,32.8096559,-117.2010993," Clairemont Drive, Pacific Beach, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Benji Auto Repair and Bodywork,32.753256,-117.0617689," 6205, University Avenue, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Natpro,32.78891642,-117.0995113," 6305, Riverdale Street, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Foreign & Domestic Auto Repairs,32.774767,-117.2375162," Vacation Road, Pacific Beach, San Diego, San Diego County, California, 921009, United States of America",-1,-1
Murad Enterprises,32.804225,-117.1396009," 3377, Sandrock Road, Mission Valley, San Diego, San Diego County, California, 92123, United States of America",-1,-1
Auto Repair & Service,32.76677,-117.0598309," 6474, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Econo Lube N' Tune,32.8109866,-117.1528794," Aero Drive, Mission Valley, San Diego, San Diego County, California, 92124, United States of America",-1,-1
Triple AAA Smog Center,32.76722035,-117.0569461," 6554, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Crown Point Chevron,32.78895,-117.2379829," 3804, Ingraham Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Vp Racing,32.78895,-117.2379829," 3804, Ingraham Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Convoy Auto Repair,32.835655,-117.1523969," Convoy Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
San Diego Gasoline,32.792521,-117.0814389," 5194, Waring Road, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Mr Mechanic,32.667653,-117.0499819," 3016, Parkside Place, San Diego, San Diego County, California, 92139, United States of America",-1,-1
Heartland Automotive Serv,32.815828,-117.1550459," 3982, Convoy Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Kearny-Mesa-Smog-Check-And-Test-Only-Center,32.835655,-117.1523969," Convoy Street, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Unocal 76,32.769057,-117.0467859," 7006, El Cajon Boulevard, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Instant Smog Check,32.798825,-117.2343179," 1905, Grand Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Econo Lube N' Tune,32.80788687,-117.2189519," 2924, Damon Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Firestone Complete Auto Care,32.8218009,-117.1600757," Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Attisha Oil Inc,32.821399,-117.1546619," 7807, Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Mobile Mechanics of America,32.80072481,-117.2369842," 1804, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Smog Express,32.798685,-117.2402669," 4435, Ingraham Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Allstarr Mobile Auto Repair,32.822718,-117.1757019," 4290, Mount Abernathy Avenue, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Smog Check Stations,32.821731,-117.1826759," 4303, Genesee Avenue, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Genesee Auto Care,32.821731,-117.1826759," 4303, Genesee Avenue, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Coastal Auto Repair,32.799685,-117.2401419," 1625, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
California Smog Inspection,32.697627,-117.0264109," 494, South Meadowbrook Drive, San Diego, San Diego County, California, 92114, United States of America",-1,-1
Auto Repair & Service,32.791005,-117.2548959," 711, Pacific Beach Drive, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Value Tow,32.82890613,-117.1594657," 7343, Ronson Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Honda,32.828625,-117.1614369," 7171, Ronson Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Lexus,32.828625,-117.1614369," 7171, Ronson Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Mercedes,32.828625,-117.1614369," 7171, Ronson Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Porsche,32.828625,-117.1614369," 7171, Ronson Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Subaru,32.828625,-117.1614369," 7171, Ronson Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
The Ultimate Autoworks,32.82634247,-117.2318414," 5161, Santa Fe Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
J S C Svc,32.83078762,-117.1520273," 7879, Raytheon Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Honda- Acura Independent JC Service,32.83078762,-117.1520273," 7879, Raytheon Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Nissan -Infiniti Independent JC Service,32.83078762,-117.1520273," 7879, Raytheon Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Deep's Garage,32.8220244,-117.1489852," Mercury Street, Mission Valley, San Diego, San Diego County, California, 32123, United States of America",-1,-1
Adam Jong,32.795216,-117.0529119," 6667, Wandermere Court, San Diego, San Diego County, California, 92120, United States of America",-1,-1
Foreign & Domestic Auto Repairs,32.800534,-117.2569689," 4760, Mission Boulevard, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Absolute Mobile Auto Repair,32.83198,-117.1932359," 4565, Sauk Avenue, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Cadillac Independent Service by Jarvis Auto Repair,32.83378744,-117.1265536," 5449, Ruffin Road, San Diego, San Diego County, California, 92123, United States of America",-1,-1
Apex Motorsports,32.83401885,-117.1417925," 5640, Kearny Mesa Road, San Diego, San Diego County, California, 92111, United States of America",-1,-1
Allpro Carpet & Tile Cleaning,32.835753,-117.1819189," 5033, Conrad Avenue, San Diego, San Diego County, California, 92117, United States of America",-1,-1
Professional Auto Repair,32.8017381,-117.0494259," 7121, Park Ridge Boulevard, San Diego, San Diego County, California, 92120, United States of America",-1,-1
JBA Speed Shop,32.822803,-117.1441189," Kearny Villa Road, Mission Valley, San Diego, San Diego County, California, 92123, United States of America",-1,-1
Safelite AutoGlass,32.83839127,-117.1307528," 9175, Chesapeake Drive, San Diego, San Diego County, California, 92123, United States of America",-1,-1
Bill's Mobile Auto Repair,32.795384,-117.0199429," 6327, Balsam Lake Avenue, San Diego, San Diego County, California, 92119, United States of America",-1,-1
Cookies Auto Performance,32.583512,-117.0961529," 1739, Palm Avenue, Palm City, South San Diego, San Diego, San Diego County, California, 92154, United States of America",-1,-1
