FID,FID_1,NAME,PERMIT_NO,ADDRESS,CITY,ZIP_CODE,PHONE,CONTACT,PUMPS,CNG_DEV,SRA,X,Y
609,156,ARCO #82378,13723,1990 OCEANSIDE BLVD,OCEANSIDE,92054.000000000000000,760-754-3334,,24,0,42.000000000000000,-117.353851711000000,33.195451439599999
610,165,ARCO AM/PM,16157,607 N DOUGLAS,OCEANSIDE,92054.000000000000000,,,36,0,42.000000000000000,-117.323237732000000,33.243989084100001
611,200,ARCO -MISSION GAS & MINI MART,15589,1920 MISSION AVE,OCEANSIDE,92054.000000000000000,760 754-0220,,52,0,42.000000000000000,-117.365043095000000,33.204421024200002
612,236,CHEVRON - #91191*,3035,1601 N COAST HIGHWY,OCEANSIDE,92054.000000000000000,510-842-9002,,24,0,42.000000000000000,-117.387409589000000,33.209236007999998
613,247,CHEVRON #53 -G&M OIL CO.,10448,601 N COAST HIGHWY,OCEANSIDE,92054.000000000000000,714-375-4700,,28,0,42.000000000000000,-117.382902083000000,33.199470254900000
614,323,EXXON #1025/NEW WEST PETROLEUM SD1,5903,3865 MISSION AVE,OCEANSIDE,92054.000000000000000,916-443-0890,,34,0,42.000000000000000,-117.328080879000000,33.226627535799999
615,363,EXXONMOBIL OIL CORP. #12099,11398,1407 MISSION AVE,OCEANSIDE,92054.000000000000000,760-439-3555,,32,0,42.000000000000000,-117.369880314000000,33.200975149100003
616,383,GLACIER WATER,16104,907 S COAST HIGHWY,OCEANSIDE,92054.000000000000000,,,1,0,42.000000000000000,-117.372632098000000,33.187243456799997
617,385,"GOLDEN STATE GASOLINE, INC.",4952,1943 S COAST HWY,OCEANSIDE,92054.000000000000000,619-593-6652,,24,0,42.000000000000000,-117.360005566000000,33.172201158500002
618,416,MOHSEN OIL INC,12638,628 S COAST HIGHWY,OCEANSIDE,92054.000000000000000,760 945-7222,,42,0,42.000000000000000,-117.373292651000000,33.188921954999998
619,502,SHELL-OLD GROVE SHELL,13753,"185 OLD GROVE RD, STE A",OCEANSIDE,92057.000000000000000,760-967-7344,STEVE THOMAS OR JOE/STORE MG,40,0,42.000000000000000,-117.308066276000010,33.231980050499999
620,537,THRIFTY #9749,2691,802 N COAST HIGHWY,OCEANSIDE,92054.000000000000000,714-670-5179,,24,0,42.000000000000000,-117.383668066000000,33.201315393000002
621,568,VALERO-TJ AUTO BISTRO/PACIFIC OIL,14590,1202 S COAST HWY,OCEANSIDE,92054.000000000000000,,,28,0,42.000000000000000,-117.368815660000000,33.183519005599997
622,583,"76-MR GOODWASH, THE MAGIC GARDEN, INC.",15041,2315 VISTA WY,OCEANSIDE,92054.000000000000000,760 721-4747,,24,0,42.000000000000000,-117.337700664000000,33.181738272399997
623,587,"7-ELEVEN #20342 /7-ELEVEN, INC",2438,487 VANDEGRIFT,OCEANSIDE,92057.000000000000000,438-8444,,12,0,42.000000000000000,-117.299923054000000,33.254645794699996
624,591,"7-ELEVEN #33053, INC",12500,4625 FRAZEE RD,OCEANSIDE,92057.000000000000000,,,36,0,42.000000000000000,-117.297616905000000,33.237557762100003
625,613,CHEVRON #203189,9956,785 COLLEGE BLVD,OCEANSIDE,92057.000000000000000,510-842-9002,,36,0,42.000000000000000,-117.293100421000010,33.242387444099997
626,619,CHEVRON-ROCCO BRUNO,11944,224 N EMERALD DR,VISTA,92083.000000000000000,760-724-3670,,36,0,42.000000000000000,-117.279978029000010,33.190646711799999
627,620,CHEVRON-ROWLEY PETROLEUM CORPORATION,10827,2191 VISTA WY,OCEANSIDE,92054.000000000000000,760-721-6789,,36,0,42.000000000000000,-117.340055272000000,33.183152643500001
628,623,CIRCLE K/76 #2705246,13838,3350 COLLEGE BLVD,OCEANSIDE,92056.000000000000000,281-293-1000,,12,0,42.000000000000000,-117.296055059000000,33.185772033299997
629,629,ENERGY PRODUCT & SERVICE,15387,1742 S COAST HWY,OCEANSIDE,92054.000000000000000,760-433-6711,,22,0,42.000000000000000,-117.362225068000000,33.175709669000000
630,637,EXXONMOBIL OIL CORP. #11795,3192,477 HARBOR DR,OCEANSIDE,92054.000000000000000,760-722-0555,,24,0,42.000000000000000,-117.388183377999990,33.208647270699998
631,639,EXXONMOBIL OIL CORP. #18090,11581,1990 COLLEGE BLVD,OCEANSIDE,92056.000000000000000,760-630-9510,,52,0,42.000000000000000,-117.284339571999990,33.207896663500001
632,688,SHELL OIL PRODUCTS US #121714,7515,660 DOUGLAS DR,OCEANSIDE,92057.000000000000000,602-468-6944,,28,0,42.000000000000000,-117.322468857999990,33.244772723300002
633,760,OCEANSIDE HARBOR FUEL DOCK AND MINI MAR,15539,1380 N PACIFIC ST,OCEANSIDE,92054.000000000000000,760 722-5853,,5,0,42.000000000000000,-117.393065136999990,33.205068239799999
634,762,O'SIDE GAS #2,16071,3945 MISSION AV,OCEANSIDE,92054.000000000000000,760-967-1512,,48,0,42.000000000000000,-117.323371233000000,33.228412662399997
635,779,UNOCAL #256832/KAYO OIL CO,2531,236 EL CAMINO REAL,ENCINITAS,92024.000000000000000,942-6451,,32,0,42.000000000000000,-117.331175840000000,33.222417873900000
636,29,SKS INC.,2706,1726 MISSION,ESCONDIDO,92029.000000000000000,858-530-1193,,24,0,50.000000000000000,-117.117932194999990,33.128432244199999
637,53,TERRY'S HAY & GRAIN,4756,27350 VALLEY CENTER RD,VALLEY CENTER,92082.000000000000000,760-749-9328,,1,0,50.000000000000000,-117.034097548999990,33.206762789599999
638,90,"7-ELEVEN #13619/7-ELEVEN, INC",11197,1702 ESCONDIDO BLVD,ESCONDIDO,92025.000000000000000,,,36,0,50.000000000000000,-117.072653096000000,33.104624696800002
639,113,"7-ELEVEN #22894 /7-ELEVEN, INC",2511,1030 N BRDWY,ESCONDIDO,92026.000000000000000,268-1070,,12,0,50.000000000000000,-117.086668979000000,33.134235830100003
640,140,APRO LLC #19/REGENT GAS,12095,555 W GRAND AVE,ESCONDIDO,92025.000000000000000,,,12,0,50.000000000000000,-117.087847864000000,33.118118462900000
641,163,ARCO /DANIEL & MATTHEW AMPM,14803,2306 S ESCONDIDO BLVD,ESCONDIDO,92025.000000000000000,760-743-1915,,24,0,50.000000000000000,-117.071401558999990,33.093898196100000
642,172,ARCO AM/PM 5549/MAXELL ENTERPRISES,6923,1550 E GRAND AVE,ESCONDIDO,92027.000000000000000,760-741-5960,DIXIE LINEBEGER,24,0,50.000000000000000,-117.059267654000000,33.130331540000000
643,238,CHEVRON - #91496,2652,215 E VIA RANCHO PKWY,ESCONDIDO,92025.000000000000000,510-842-9002,,24,0,50.000000000000000,-117.066461187000000,33.068089789799998
644,261,CHEVRON- S & R CHEVRON,15374,1575 E VALLEY PKWY,ESCONDIDO,92027.000000000000000,760 745-1415,,40,0,50.000000000000000,-117.059610251000000,33.133474572899999
645,280,CIRCLE K - #8545,5985,1161 E VALLEY PKWY,ESCONDIDO,92025.000000000000000,602-728-3593,,12,0,50.000000000000000,-117.067156469000000,33.129985686200001
646,284,CIRCLE K/76 #2705213,13844,1061 EL NORTE PKWY,ESCONDIDO,92026.000000000000000,281-293-1000,,24,0,50.000000000000000,-117.107528415000000,33.146743025100001
647,292,CLAIREMONT EQUIPMENT RENTALS,642,1330 W MISSION RD,ESCONDIDO,92029.000000000000000,278-8351,,2,0,50.000000000000000,-117.108666318999990,33.125645196100002
648,342,EXXON/APRO LLC #18,12094,303 S ESCONDIDO,ESCONDIDO,92025.000000000000000,,,28,0,50.000000000000000,-117.083007591000000,33.118131173099997
649,344,EXXON-APRO LLC,14275,102 W MISSION AVE,ESCONDIDO,92025.000000000000000,310 323-3992,,56,0,50.000000000000000,-117.085841820000000,33.130564665700000
650,351,EXXONMOBIL OIL CORP #11323,2555,501 W FELICITA AVE,ESCONDIDO,92025.000000000000000,760-747-1254,,24,0,50.000000000000000,-117.075884579000000,33.102906350799998
651,359,EXXONMOBIL OIL CORP. #11123,2077,2004 E VALLEY PKWY,ESCONDIDO,92027.000000000000000,760-745-4488,,24,0,50.000000000000000,-117.051708799000000,33.138015175600003
652,372,E-Z GAS INC,5117,1158 E WASHINGTON AVE,ESCONDIDO,92025.000000000000000,744-7788,,24,0,50.000000000000000,-117.068676592000000,33.133086570200000
653,387,"GOLDEN STATE GASOLINE, INC.",2521,225 W WASHINGTON,ESCONDIDO,92025.000000000000000,619-593-6652,,18,0,50.000000000000000,-117.086230575000000,33.125941884500001
654,394,HAWTHORNE RENT-IT SERVICE,2739,530 ANDREASEN DR,ESCONDIDO,92029.000000000000000,745-8775,,1,0,50.000000000000000,-117.107473810000000,33.121607026299998
655,405,KWIK STOP,14332,1140 E MISSION AVE,ESCONDIDO,92025.000000000000000,760 739-8785,"RAHIB, NABEEL",18,0,50.000000000000000,-117.071011973000000,33.136196798500002
656,418,NEFF RENTAL,5006,955 W MISSION AVE,ESCONDIDO,92025.000000000000000,760-747-6300,,2,0,50.000000000000000,-117.098932022000000,33.125434673599997
657,426,PKWY EXPRESS GAS/WESTINVEST,2074,1296 W VALLEY PKWY,ESCONDIDO,92029.000000000000000,619-297-5553,,37,0,50.000000000000000,-117.101436602000010,33.114419156399997
658,431,PLAVAN COMMERCIAL FUELING,10996,321 QUINCE ST S,ESCONDIDO,92025.000000000000000,858 974-7666,,23,0,50.000000000000000,-117.087101930000000,33.115932653199998
659,435,QUIK KORNER DELI,13412,2015 E VALLEY PKWY,ESCONDIDO,92027.000000000000000,,,24,0,50.000000000000000,-117.051225964000000,33.137372084100001
660,440,"REBEL RENTS, INC.",3794,142 W MISSION AVE,ESCONDIDO,92025.000000000000000,,,2,0,50.000000000000000,-117.086541157000000,33.130594989000002
661,448,SHELL - EL NORTE SHELL GAS & CAR WASH,14568,615 W EL NORTE PKWY,ESCONDIDO,92026.000000000000000,760-489-2665,,52,0,50.000000000000000,-117.101701366000000,33.145373346299998
662,458,SHELL OIL PRODUCTS US #120881,6255,2110 W MISSION RD,ESCONDIDO,92029.000000000000000,760-737-8586,,28,0,50.000000000000000,-117.122740998000000,33.131034504799999
663,478,SHELL OIL PRODUCTS US #135275,1438,105 E VIA RANCHO PKWY,ESCONDIDO,92025.000000000000000,602-468-6944,,36,0,50.000000000000000,-117.067069418000000,33.068206021800002
664,504,"SHUSTER OIL & CHEMICAL COMPANY, INC",3521,635 W 3RD AVE,ESCONDIDO,92025.000000000000000,760-745-0591,,8,0,50.000000000000000,-117.072597142000010,33.122518910499998
665,516,SUN VALLEY FUEL,4198,550 N ESCONDIDO BLVD,ESCONDIDO,92025.000000000000000,760 745-6193,BASHER JARBO,24,0,50.000000000000000,-117.087299996000000,33.125564994199998
666,533,THRIFTY #9572,2676,1484 E WASHINGTON AVE,EL CAJON,92019.000000000000000,714-670-5179,,36,0,50.000000000000000,-117.063177520000000,33.136298611999997
667,549,UNOCAL CONOCOPHILLIPS#256576 KAY OIL CO,4088,2375 E VALLEY PKWY,ESCONDIDO,92027.000000000000000,759-3484,,44,0,50.000000000000000,-117.044361596000000,33.140535071599999
668,551,USA CORPORATION #245,2719,411 S ESCONDIDO BLVD,ESCONDIDO,92025.000000000000000,818-865-9200,,39,0,50.000000000000000,-117.082380163000000,33.117235627299998
669,570,VALLEY FUELS,13391,1602 E VALLEY PKWY,ESCONDIDO,92027.000000000000000,,,28,0,50.000000000000000,-117.059406486000000,33.134403149000001
670,573,VONS GAS #2344,13779,469  W FELICITA,ESCONDIDO,92025.000000000000000,,,42,0,50.000000000000000,-117.074893004000000,33.103202590000002
671,579,76 - CAMPUS 76,15728,102 E CARMEL ST,SAN MARCOS,92069.000000000000000,760-752-7600,,36,0,50.000000000000000,-117.163312807000000,33.136094444800001
672,581,76 PRODUCTS/NORTH COUNTY AUTO CENTER-MM,13427,750 N ESCONDIDO BLVD,ESCONDIDO,92025.000000000000000,,,78,0,50.000000000000000,-117.088655948000000,33.128852600999998
673,595,ARCO AM/PM MINI MART #1754,14123,300 W WASHINGTON AVE,ESCONDIDO,92025.000000000000000,,"NAOUM, SENAN F.",24,0,50.000000000000000,-117.088435024000010,33.125901922799997
674,599,ARCO AMPM #5365,7288,100 LA TERRAZA BLVD,ESCONDIDO,92025.000000000000000,,,36,0,50.000000000000000,-117.095826523000000,33.116882770899998
675,630,ESCO FUELS,14589,501 W 9TH AVE,ESCONDIDO,92025.000000000000000,760-839-6791,,28,0,50.000000000000000,-117.082012180000010,33.111322366600000
676,632,EXXON #1021/NEW WEST PETROLEUM SD2,1962,825 N CITRACADO,ESCONDIDO,92029.000000000000000,916-443-0890,,28,0,50.000000000000000,-117.122327428000010,33.131492644900000
677,640,HAWTHORNE MACHINERY CO.,16259,1600 E MISSION RD,SAN MARCOS,92069.000000000000000,760-740-2900,,1,0,50.000000000000000,-117.124481691000000,33.132467926200000
678,648,RYDER TRUCK RENTAL,446,520 GANNON,ESCONDIDO,92025.000000000000000,489-5830,,2,0,50.000000000000000,-117.089675481000000,33.122407787900002
679,663,UNITED RENTALS,6965,1960 W MISSION RD,ESCONDIDO,92029.000000000000000,760-726-7200,,2,0,50.000000000000000,-117.120444234999990,33.130177691299998
680,665,VALERO-AUTO PARK TOUGHLESS WASH,7355,1400 AUTO PARK WY,ESCONDIDO,92029.000000000000000,489-8425,,24,0,50.000000000000000,-117.104282881000000,33.114248068599998
681,669,"AHM, INC. AIRCRAFT HANGER MNGT.",13588,2155 S MISSION RD,FALLBROOK,92028.000000000000000,760 431-7670,JIM HENDRICKS & FRANK MARSHA,1,0,50.000000000000000,-117.123669742999990,33.130924907299999
682,703,SKS INC.,2707,526 VENTURE ST,ESCONDIDO,92029.000000000000000,858-530-1193,,9,0,50.000000000000000,-117.152975742000000,33.136046110000002
683,708,"7-ELEVEN #13597 /7-ELEVEN, INC",2505,522 W 9TH ST,ESCONDIDO,92025.000000000000000,268-1070,,12,0,50.000000000000000,-117.082572310000000,33.111682052799999
684,724,ARCO AMPM #5263,8074,538 NORDAHL RD,ESCONDIDO,92029.000000000000000,,,24,0,50.000000000000000,-117.121666884000010,33.130789948500002
685,768,SHELL OIL PRODUCTS US #120425,10082,3480 DEL LAGO BLVD,ESCONDIDO,92029.000000000000000,602-468-6944,,42,0,50.000000000000000,-117.071432903000000,33.071059604799999
686,778,THRIFTY #9579,2685,434 W 5TH AV,ESCONDIDO,92025.000000000000000,,,24,0,50.000000000000000,-117.083959654000000,33.115901292700002
687,780,US PETROLEUM & SERVICE-HAN'S*,7919,445 W 5TH AV,ESCONDIDO,92025.000000000000000,760-739-9196,,26,0,50.000000000000000,-117.083622611000000,33.115353647900001
688,782,VEGA BIODIESEL,16271,1546 TANGLEWOOD LN,SAN MARCOS,92078.000000000000000,858-705-3746,,1,0,50.000000000000000,-117.095029405999990,33.107160512299998
689,201,ARCO -SAN MARCOS AMPM,14765,125 N RANCHO SANTA FE RD,SAN MARCOS,92069.000000000000000,760-744-9012,,24,0,51.000000000000000,-117.197476342000000,33.150837421900000
690,479,SHELL OIL PRODUCTS US #135278,5460,780 W EL NORTE PKWY,ESCONDIDO,92026.000000000000000,602-468-6944,,30,0,51.000000000000000,-117.103235082000000,33.147222028000002
691,578,"7 ELEVEN #32326/7-ELEVEN, INC",11216,3251 BUSINESS PARK DR,VISTA,92081.000000000000000,,,48,0,51.000000000000000,-117.228932638000000,33.132655661599998
692,582,76-KING'S EL NORTE 76,12905,1062 W EL NORTE PKWY,ESCONDIDO,92026.000000000000000,760 741-7600,,32,0,51.000000000000000,-117.107351705000000,33.147549903399998
693,585,"7-ELEVEN #18977 /7-ELEVEN, INC",2437,578 MISSION RD,SAN MARCOS,92069.000000000000000,438-8444,,12,0,51.000000000000000,-117.149690818000000,33.145390790100002
694,588,"7-ELEVEN #21785 /7-ELEVEN, INC",2510,260 E MISSION AVE,ESCONDIDO,92025.000000000000000,268-1070,,12,0,51.000000000000000,-117.159492779000000,33.142917775599997
695,598,ARCO AMPM #5268,7771,1187 SAN MARCOS BLVD,SAN MARCOS,92069.000000000000000,,,24,0,51.000000000000000,-117.193411225000010,33.133020500500002
696,603,ARCO AMPM#6376,11264,450 W EL NORTE PKWY,ESCONDIDO,92026.000000000000000,,,36,0,51.000000000000000,-117.097553312000000,33.144507745200002
697,605,ARCO-SYCAMORE AM/PM #5254,4291,625 SYCAMORE AVE,VISTA,92083.000000000000000,760-727-8965,,24,0,51.000000000000000,-117.215150069000000,33.165877471500004
698,612,CHEVRON #202870,9925,1200 W SAN MARCOS BLVD,SAN MARCOS,92069.000000000000000,510-842-9002,,36,0,51.000000000000000,-117.194639024000000,33.133430648699999
699,618,CHEVRON-PALM SPRING OIL CO.,2023,110 S RANCHO SANTA FE RD,SAN MARCOS,92069.000000000000000,760.320.0644,CAROL,48,0,51.000000000000000,-117.199446529000000,33.148871972300000
700,624,CIRCLE K/76 #2705250,13839,190 SAN MARCOS BLVD,SAN MARCOS,92069.000000000000000,281-293-1000,,24,0,51.000000000000000,-117.165055866000000,33.141438690100003
701,627,COUNTY OF SAN DIEGO/FUELING STA-SAN MAR,10360,1579 OSAGE,SAN MARCOS,92069.000000000000000,,,4,0,51.000000000000000,-117.196364059000000,33.147227548600000
702,634,EXXON #1041/NEW WEST PETROLEUM SD1,4301,112 S RANCHO SANTA FE RD,SAN MARCOS,92069.000000000000000,916-443-0890,,34,0,51.000000000000000,-117.198979523999990,33.149647183900001
703,646,PENSKE TRUCK  LEASING CORP.,11742,1355 LINDA VISTA DR,SAN MARCOS,92069.000000000000000,760-471-5707,,2,0,51.000000000000000,-117.196601341999990,33.136972538199998
704,647,RANCHO SANTA FE GAS,2051,105 S RANCHO SANTA FE RD,SAN MARCOS,92069.000000000000000,760 471-5448,SHAWN HINDI,28,0,51.000000000000000,-117.198727988000000,33.148594381000002
705,649,SAN MARCOS GAS,8089,1290 W MISSION RD,SAN MARCOS,92069.000000000000000,760 752-7082,,40,0,51.000000000000000,-117.188204266000000,33.148613662099997
706,651,SHELL OIL PRODUCTS US #121715,4065,679 SAN MARCOS BLVD,SAN MARCOS,92069.000000000000000,602-468-6944,,44,0,51.000000000000000,-117.178461371000000,33.136898824500001
707,656,SKS INC.,2709,875 GRAND AVE,SAN MARCOS,92069.000000000000000,858-530-1193,,16,0,51.000000000000000,-117.182390647000010,33.139134424799998
708,686,"HOLLANDIA DAIRY, INC",2337,622 E MISSION RD,SAN MARCOS,92069.000000000000000,760-744-3222,,28,0,51.000000000000000,-117.148649070999990,33.145287842099997
709,719,7-ELEVEN STORE #33971,16173,696 SAN MARCOS BLVD,SAN MARCOS,92069.000000000000000,760-744-4050,,36,0,51.000000000000000,-117.178561415000000,33.137433938500003
710,734,"CHEVRON /G&M OIL CO, #141",15370,130 KNOLL RD,SAN MARCOS,92069.000000000000000,760 744-9913,,36,0,51.000000000000000,-117.174880630000000,33.139051696300001
711,761,OCHS INC.,3635,145 VIA VERA CRUZ,SAN MARCOS,92069.000000000000000,760 744-5441,"OCHS, CARENCE",20,0,51.000000000000000,-117.190342275000010,33.141505862599999
712,773,SHELL-SAN MARCOS/KA MANAGEMENT INC.,12682,800 RANCHO SANTE FE,SAN MARCOS,92069.000000000000000,858 541 2954,,52,0,51.000000000000000,-117.209553945000000,33.130829233599997
713,13,APRO-LLC #27,14780,976 ESCONDIDO AV,VISTA,92083.000000000000000,323-893-2411,,44,0,52.000000000000000,-117.234799725000000,33.192911661799997
714,16,ARCO-MELROSE ARCO,14118,1590 S MELROSE DR,VISTA,92081.000000000000000,760-599-7059,,36,0,52.000000000000000,-117.247573051000000,33.167682933099996
715,21,"FILLCO, AMMEX OIL, INC.",15055,1244 N SANTA FE AV,VISTA,92083.000000000000000,760 806-5360,,28,0,52.000000000000000,-117.245037698000000,33.216260383700003
716,27,SHELL OIL PRODUCTS US #128022,10869,400 SYCAMORE AV,VISTA,92083.000000000000000,602-468-6944,,40,0,52.000000000000000,-117.213268371000000,33.168776385999998
717,59,76  @ SHAWDOW RIDGE,14797,636 SYCAMORE AVE,VISTA,92081.000000000000000,760-598-0076,,26,0,52.000000000000000,-117.215958110000000,33.166400616200001
718,92,"7-ELEVEN #13625 /7-ELEVEN, INC",2433,470 N MELROSE,VISTA,92083.000000000000000,438-8444,,12,0,52.000000000000000,-117.254789716999990,33.204479293500000
719,99,"7-ELEVEN #15923 /7-ELEVEN, INC",2435,1501 N SANTA FE AVE,VISTA,92084.000000000000000,438-8444,,12,0,52.000000000000000,-117.244781093000000,33.221527975000001
720,115,"7-ELEVEN #24085 /7-ELEVEN, INC",2431,900 N SANTA FE,VISTA,92083.000000000000000,438-8444,,12,0,52.000000000000000,-117.245392370999990,33.212008565799998
721,132,7-ELEVEN #33376,13207,1610 S MELROSE,VISTA,92081.000000000000000,,,36,0,52.000000000000000,-117.265961738000000,33.182805151799997
722,137,AMERICAN PROTROLEUM,15931,1740 E VISTA WY,VISTA,92084.000000000000000,619-916-6132,,34,0,52.000000000000000,-117.226754472000000,33.226017230099998
723,198,ARCO -BARNICLES EXPRESS,4414,845 E VISTA WY,VISTA,92084.000000000000000,760-871-0740,,36,0,52.000000000000000,-117.233897823000010,33.209965764300001
724,268,CHEVRON-FOOTHILL,13176,1211 E VISTA WY,VISTA,92084.000000000000000,760-945-3828,,58,0,52.000000000000000,-117.225625833000000,33.217754619099999
725,310,COUNTY OF SAN DIEGO/VISTA REGIONAL CENT,10336,325 MELROSE DR,VISTA,92083.000000000000000,,,4,0,52.000000000000000,-117.254906682000000,33.200708127799999
726,340,EXXON APRO #30 /UNITED OIL GAS,14520,485 MELROSE DR,VISTA,92083.000000000000000,310 323-3992,UNITED OIL COMPANY /JEFF APP,24,0,52.000000000000000,-117.253944160000000,33.204442497499997
727,345,EXXON-E. VISTA #1NEW WEST PETROLEUM LLC,3536,911 E VISTA WY,VISTA,92083.000000000000000,916-443-0890,,28,0,52.000000000000000,-117.231628142999990,33.210789049100001
728,415,MOBIL-TONY'S,4168,801 S SANTA FE AVE,VISTA,92083.000000000000000,760-726-4990,,18,0,52.000000000000000,-117.235755599000000,33.194180292799999
729,457,SHELL OIL PRODUCTS US #120878,4329,210 S MELROSE AVE,VISTA,92081.000000000000000,602-468-6944,,28,0,52.000000000000000,-117.253117648000000,33.193500304300002
730,496,SHELL OIL PRODUCTS US #136241,1960,145 N EMERALD DR,VISTA,92083.000000000000000,602-468-6944,,36,0,52.000000000000000,-117.279147858000000,33.189543574699996
731,508,SKS INC.,2710,620 S SANTA FE,VISTA,92084.000000000000000,858-530-1193,,7,0,52.000000000000000,-117.237803947000000,33.196094440300001
732,572,VISTA EQUIPMENT RENTAL,9607,1121 S SANTA FE AVE,VISTA,92083.000000000000000,760-726-6114,,2,0,52.000000000000000,-117.227246218999990,33.189618531199997
733,590,"7-ELEVEN #27524 /7-ELEVEN, INC",5569,1177 N ESCONDIDO BLVD,ESCONDIDO,92026.000000000000000,,,12,0,52.000000000000000,-117.250825846000000,33.182025370900000
734,592,7-ELEVEN #33160,14120,298 SYCAMORE DR,VISTA,92083.000000000000000,760-598-0590,,24,0,52.000000000000000,-117.211916024000000,33.170009514599997
735,593,APRO #37,16145,535 N SANTA FE AVE,VISTA,92083.000000000000000,,,26,0,52.000000000000000,-117.244597068999990,33.207186572399998
736,602,ARCO AMPM #6315,9276,1403 S SANTA FE AVE,VISTA,92083.000000000000000,760-726-8188,,24,0,52.000000000000000,-117.223386145000010,33.184503395500002
737,621,CHEVRON-WESTERN STATES PETROLEUM #2 LL,12965,600 HACIENDA DR,VISTA,92081.000000000000000,,,40,0,52.000000000000000,-117.254120177000000,33.193123535500000
738,622,CIRCLE K - #1984,5358,795 SHADOWRIDGE DR,VISTA,92081.000000000000000,602 728-3593,,12,0,52.000000000000000,-117.221924480000000,33.166022791099998
739,636,EXXONMOBIL OIL CORP. #11433,5755,710 SYCAMORE AVE,VISTA,92081.000000000000000,727-5360,,36,0,52.000000000000000,-117.217695641000010,33.164531155900001
740,642,KA MANAGEMENT/MELROSE ARCO LLC,11032,1501 N MELROSE DR,OCEANSIDE,92056.000000000000000,760-806-4445,,46,0,52.000000000000000,-117.259322276000010,33.220339654400000
741,644,OCHS OIL COMPANY(TEXACO),307,1321 DISTRIBUTION WY,VISTA,92084.000000000000000,760 744-5441,,32,0,52.000000000000000,-117.236398936000000,33.150835093600001
742,725,ARCO AMPM #5297,363,26915 MESA ROCK RD,ESCONDIDO,92026.000000000000000,,,36,0,52.000000000000000,-117.127543157000010,33.197932861200002
743,737,COSTCO WHOLESALE #124,10593,1755 HACIENDA DR,VISTA,92081.000000000000000,,,24,0,52.000000000000000,-117.276776665000000,33.188182398599999
744,44,PACIFIC PRIDE - VALLEY CENTER OIL CORP,7125,28010 VALLEY CENTER RD,VALLEY CENTER,92082.000000000000000,760-749-1281,,24,0,53.000000000000000,-117.033896670000000,33.218847492199998
745,231,CHAMPAGNE GAS,9494,8808 LAWRENCE WELK DR,ESCONDIDO,92026.000000000000000,760-749-6195,,18,0,53.000000000000000,-117.144774579000000,33.233063880200000
746,425,PALA VISTA GAS STATION/KEY LEE,2798,29200 VALLEY CENTER RD,VALLEY CENTER,92082.000000000000000,760-749-1104,,24,0,53.000000000000000,-117.024542551000000,33.231534861599997
747,569,VALLEY CENTER EQUIPMENT RENTALS,12982,27427 VALLEY CENTER RD,VALLEY CENTER,92082.000000000000000,760-749-1780,,2,0,53.000000000000000,-117.032994763000000,33.208481335700000
748,695,COUNTY OF SAN DIEGO PUBLIC WKS/VALLEY C,10347,29216 VALLEY CENTER RD,VALLEY CENTER,92082.000000000000000,,,4,0,53.000000000000000,-117.023753201000010,33.231395761400002
749,56,RAINBOW OAKS INC.,14619,4811 5TH ST,RAINBOW,92028.000000000000000,760 728-1822,,4,0,55.000000000000000,-117.158547338000010,33.413622109599999
750,110,"7-ELEVEN #21800 /7-ELEVEN, INC",2439,631 S MAIN AVE,FALLBROOK,92028.000000000000000,438-8444,,6,0,55.000000000000000,-117.251767603000000,33.376865283800001
751,139,AMERICO GASOLINE,14994,1285 S MISSION RD,FALLBROOK,92028.000000000000000,760-728-9669,,32,0,55.000000000000000,-117.251576066000000,33.369721306700001
752,148,ARCO,14582,1161 S MAIN ST,FALLBROOK,92028.000000000000000,,,28,0,55.000000000000000,-117.251603480000000,33.371400362499998
753,181,ARCO AMPM #5277,7031,5555 MISSION RD,BONSALL,92003.000000000000000,,,24,0,55.000000000000000,-117.226261973000010,33.289682707099999
754,300,COUNTY OF SAN DIEGO PUBLIC WKS/BONSALL,10344,2370 PALA RD,FALLBROOK,92003.000000000000000,,,4,0,55.000000000000000,-117.220596282000000,33.298754711900003
755,338,EXXON /APRO LLC #21,12097,1202 S MAIN ST,FALLBROOK,92028.000000000000000,,,28,0,55.000000000000000,-117.250942444000000,33.371170010999997
756,374,FALLBROOK OIL CO.,3574,1208 S MAIN ST,FALLBROOK,92028.000000000000000,760-728-7703,,15,0,55.000000000000000,-117.250897585000000,33.370827866699997
757,480,SHELL OIL PRODUCTS US #135287,4048,1205 S MAIN ST,FALLBROOK,92028.000000000000000,602-468-6944,,34,0,55.000000000000000,-117.251625815000000,33.370776293600002
758,523,TEXACO-E & D STATION INC,2354,312 S MAIN ST,FALLBROOK,92028.000000000000000,760-728-2843,,12,0,55.000000000000000,-117.251033250000010,33.379964527500000
759,524,TEXACO-FALLBROOK,18,936 E MISSION RD,FALLBROOK,92028.000000000000000,760-731-6480,,40,0,55.000000000000000,-117.241826241000000,33.387045718499998
760,750,EXXONMOBIL OIL CORP #11445,3474,4730 SR-76,FALLBROOK,92028.000000000000000,760 723-1781,EXXONMOBIL CORP,30,0,55.000000000000000,-117.162360776000000,33.328854785799997
761,135,"ALLIANCE - N.H. COZENS, INC.",2140,1913 MAIN ST,JULIAN,92036.000000000000000,760-765-0774,,8,0,60.000000000000000,-116.600251683000000,33.076593586400001
